"ID","AGE","EDUC","DEGREE","SEX","RACE","BIBLE1"
1594,31,20,4,2,1,"2"
1595,27,13,1,2,2,"2"
1596,23,15,0,2,2,"."
1597,71,14,1,2,2,"."
1598,51,18,3,2,2,"1"
1599,57,12,0,1,2,"1"
1600,50,16,1,2,2,"."
1602,47,14,0,1,2,"."
1603,52,13,1,1,3,"1"
1604,30,12,1,1,3,"1"
1605,37,16,3,2,2,"1"
1606,47,14,1,1,2,"."
1607,18,17,3,2,3,"2"
1608,36,15,1,2,1,"2"
1609,69,17,4,1,1,"2"
1610,39,17,3,1,1,"3"
1611,67,16,4,2,1,"."
1612,77,16,3,1,1,"."
1613,60,16,3,2,1,"2"
1614,66,16,3,1,1,"9"
1615,31,20,4,1,3,"2"
1617,38,16,4,1,1,"."
1619,40,3,0,1,1,"1"
1620,59,14,1,1,1,"2"
1621,25,19,3,2,1,"3"
1622,28,13,1,2,2,"2"
1624,67,12,1,2,1,"1"
1625,44,14,1,1,1,"2"
1626,59,14,2,1,1,"2"
1627,62,19,3,2,1,"."
1628,49,9,0,1,2,"."
1629,27,19,4,2,1,"2"
1630,58,17,3,1,1,"."
1631,83,11,1,2,1,"1"
1632,27,12,1,1,1,"."
1633,35,16,3,2,2,"."
1634,53,12,1,2,3,"."
1635,78,12,1,2,1,"."
1636,68,20,4,2,1,"2"
1637,58,20,4,2,1,"."
1638,36,18,3,1,1,"3"
1639,45,20,4,1,1,"."
1640,43,20,4,1,2,"."
1641,42,17,3,2,1,"."
1642,85,18,4,2,1,"2"
1643,81,16,3,2,1,"2"
1644,51,18,4,2,1,"3"
1645,40,15,2,2,3,"."
1647,39,13,1,2,2,"1"
1648,26,15,1,2,1,"2"
1649,28,18,4,2,1,"2"
1650,21,13,1,2,1,"."
1651,44,19,4,1,2,"."
1652,38,12,1,2,2,"1"
1653,30,16,3,2,1,"3"
1654,28,18,4,2,1,"."
1655,76,11,1,1,1,"2"
1656,75,14,1,2,1,"."
1658,53,12,1,2,2,"1"
1659,31,20,3,2,1,"3"
1660,40,11,1,1,2,"."
1661,48,14,1,2,1,"."
1662,21,14,1,1,1,"2"
1663,28,16,3,2,1,"."
1664,28,15,2,2,1,"."
1665,56,13,1,2,1,"."
1666,51,16,3,1,1,"."
1667,63,16,3,2,1,"."
1668,51,19,4,2,1,"3"
1669,45,11,0,2,1,"3"
1671,28,16,3,1,1,"2"
1672,27,15,1,2,1,"."
1674,38,17,3,2,2,"2"
1675,39,14,1,2,3,"."
1676,49,12,1,1,1,"3"
1677,68,20,4,1,2,"3"
1678,61,12,1,1,1,"2"
1679,49,15,1,2,1,"2"
1680,43,14,2,1,1,"."
1681,31,18,3,2,1,"1"
1682,50,16,3,2,1,"."
1683,35,12,1,2,1,"2"
1685,76,12,1,1,1,"."
1686,49,20,4,2,1,"."
1687,31,13,1,1,1,"."
1688,51,12,1,1,1,"."
1689,23,16,1,1,2,"."
1690,19,11,0,1,3,"1"
1693,29,16,3,2,1,"1"
1694,27,17,3,1,1,"."
1695,30,16,3,2,1,"."
1697,36,16,3,2,3,"1"
1698,55,14,2,2,1,"."
1700,40,10,1,2,1,"."
1701,44,13,1,2,2,"1"
1702,26,12,1,1,2,"1"
1703,49,15,1,2,1,"."
1704,21,15,2,1,1,"2"
1705,38,16,3,2,1,"."
1706,33,12,1,2,1,"."
1707,60,11,0,2,1,"."
1708,33,12,1,2,1,"."
1709,49,14,2,1,1,"2"
1710,50,12,1,1,2,"2"
1711,48,10,0,1,2,"."
1712,62,12,1,1,1,"2"
1713,41,12,1,1,1,"1"
1714,22,11,0,1,3,"1"
1715,34,11,0,1,1,"2"
1716,36,15,1,2,1,"."
1717,36,12,1,2,1,"."
1719,47,14,2,2,1,"."
1720,46,15,2,2,1,"1"
1721,62,6,0,1,1,"3"
1723,38,12,1,1,1,"2"
1725,27,11,1,2,1,"."
1726,62,9,1,2,1,"."
1727,59,12,1,1,1,"1"
1728,61,14,2,2,1,"1"
1729,66,14,2,1,1,"2"
1730,41,12,1,1,1,"1"
1731,52,12,0,1,1,"."
1733,61,8,0,2,1,"."
1735,22,12,1,1,3,"3"
1736,43,6,0,2,1,"1"
1737,23,12,1,2,1,"1"
1739,35,14,1,2,1,"."
1740,24,12,1,2,1,"2"
1741,31,18,3,1,1,"8"
1742,29,12,1,1,1,"."
1743,46,14,1,1,1,"2"
1744,37,18,3,1,1,"1"
1745,57,17,4,2,1,"."
1746,39,15,2,1,1,"1"
1748,23,12,1,1,2,"."
1749,53,19,4,1,1,"1"
1750,43,17,3,1,1,"1"
1751,68,14,1,2,1,"."
1752,40,17,4,1,1,"2"
1753,43,11,0,1,3,"."
1754,32,17,4,1,1,"1"
1755,76,9,0,1,2,"1"
1756,74,12,1,2,1,"."
1757,59,5,0,1,1,"."
1758,56,12,1,2,1,"."
1759,59,8,0,2,1,"2"
1760,51,12,1,1,1,"."
1761,67,16,3,1,1,"3"
1762,41,12,1,1,1,"1"
1763,31,17,3,1,1,"8"
1764,82,12,1,2,1,"1"
1765,46,12,1,2,1,"."
1766,59,16,3,1,1,"."
1767,36,14,1,1,1,"."
1768,40,14,1,1,1,"2"
1770,24,12,1,2,1,"."
1771,27,15,1,2,1,"."
1772,34,18,4,1,1,"."
1775,30,16,3,2,1,"."
1777,50,9,0,2,2,"."
1779,19,13,1,2,1,"2"
1780,56,18,4,1,2,"2"
1781,57,16,3,2,1,"."
1782,35,20,4,1,1,"3"
1785,37,16,3,1,1,"."
1786,47,10,0,2,1,"1"
1787,31,11,0,2,2,"1"
1788,79,12,1,2,1,"."
1789,55,16,3,1,1,"2"
1790,63,13,1,1,1,"."
1791,39,16,3,2,2,"1"
1793,32,16,3,2,1,"."
1794,20,14,1,2,1,"2"
1795,30,15,1,1,1,"."
1796,23,17,2,1,1,"."
1797,18,12,1,1,2,"2"
1798,30,16,3,1,2,"."
1799,42,12,1,2,2,"."
1800,47,12,1,2,2,"."
1801,56,13,0,2,2,"."
1802,36,14,2,2,2,"1"
1803,82,7,0,2,2,"1"
1804,52,12,1,1,2,"."
1805,43,14,2,1,2,"1"
1806,57,12,1,2,1,"3"
1807,53,14,1,2,1,"."
1808,66,15,1,2,1,"."
1809,31,11,0,2,1,"1"
1810,56,11,0,1,1,"2"
1811,48,12,1,2,1,"."
1812,55,12,1,2,1,"."
1813,72,12,1,2,1,"."
1814,21,15,1,1,1,"."
1815,30,14,2,2,1,"1"
1816,30,19,3,2,1,"1"
1817,57,12,1,2,1,"."
1818,28,14,1,1,1,"2"
1819,67,16,4,2,1,"2"
1821,48,12,1,1,1,"2"
1822,49,13,1,2,1,"2"
1823,64,18,4,1,1,"."
1824,42,12,1,2,1,"."
1825,37,12,1,1,1,"1"
1826,36,14,1,2,1,"."
1827,61,12,1,1,1,"."
1828,27,11,1,1,1,"1"
1829,35,13,1,2,1,"1"
1830,72,17,3,1,1,"2"
1831,40,17,3,2,1,"1"
1832,29,20,4,1,1,"."
1833,20,13,1,1,1,"."
1834,30,16,1,1,1,"."
1835,99,99,0,2,1,"3"
1836,41,16,2,2,1,"2"
1837,63,13,1,2,1,"."
1839,70,14,1,1,1,"."
1840,75,16,3,1,1,"."
1841,41,17,4,1,1,"3"
1842,76,15,3,1,1,"2"
1843,47,14,2,1,1,"."
1844,44,12,1,2,1,"."
1845,61,15,1,1,1,"2"
1846,58,13,1,2,1,"."
1847,32,14,1,2,1,"."
1848,48,20,4,1,1,"."
1849,26,12,1,2,1,"."
1850,23,11,0,2,3,"."
1851,36,14,1,1,1,"."
1853,27,12,1,2,1,"1"
1854,58,12,1,1,1,"2"
1855,49,13,1,1,1,"."
1856,23,12,1,1,1,"."
1857,75,15,1,2,1,"."
1858,67,16,3,1,1,"2"
1859,71,12,1,2,1,"."
1862,79,18,3,2,1,"2"
1864,48,8,0,1,1,"."
1865,40,16,3,2,1,"."
1866,39,18,4,2,1,"2"
1868,77,18,4,2,1,"3"
1869,28,16,3,1,1,"."
1870,20,16,2,2,1,"1"
1871,51,14,2,2,1,"."
1872,39,12,1,2,1,"1"
1873,52,13,1,2,1,"3"
1874,45,14,2,1,1,"."
1875,30,13,1,1,1,"."
1876,51,15,1,1,1,"2"
1877,71,15,1,2,1,"."
1878,44,20,4,1,3,"."
1880,41,19,1,1,1,"3"
1881,47,19,4,2,1,"."
1882,86,12,1,2,1,"."
1884,82,12,1,1,1,"."
1885,72,14,2,1,1,"3"
1886,49,18,4,1,1,"."
1887,78,12,1,2,1,"2"
1888,85,14,1,2,1,"2"
1889,82,12,1,2,1,"1"
1890,46,16,2,2,1,"."
1892,24,18,4,1,1,"."
1893,56,13,1,2,1,"1"
1894,58,20,4,2,1,"."
1895,48,12,1,1,1,"2"
1897,64,14,1,1,1,"."
1898,52,12,1,1,1,"1"
1899,71,12,1,2,1,"1"
1900,50,12,1,2,1,"2"
1902,48,18,4,2,1,"."
1903,61,14,1,1,1,"."
1905,49,20,4,2,1,"."
1906,89,17,3,2,1,"."
1909,44,15,1,2,1,"1"
1910,29,16,3,2,1,"."
1911,39,12,1,1,1,"."
1912,28,15,2,2,1,"."
1913,47,18,4,1,1,"2"
1914,43,16,3,2,1,"3"
1915,34,16,3,2,1,"2"
1916,38,16,3,2,1,"2"
1917,31,14,1,2,1,"2"
1918,52,16,3,1,1,"3"
1919,39,11,1,1,1,"2"
1921,67,13,1,2,1,"."
1922,47,14,2,2,1,"1"
1923,56,20,4,2,1,"2"
1924,63,12,1,2,1,"2"
1925,39,12,1,2,1,"."
1926,43,18,3,1,1,"."
1927,63,17,3,2,1,"2"
1928,34,12,1,1,1,"."
1931,57,14,1,1,1,"1"
1933,20,14,1,2,1,"3"
1934,46,13,1,2,2,"."
1935,44,12,1,2,2,"1"
1936,26,13,1,2,1,"."
1937,75,18,4,1,1,"."
1938,40,12,0,1,3,"1"
1939,33,11,0,1,1,"1"
1940,31,12,1,1,1,"."
1941,31,9,0,1,3,"8"
1942,75,12,1,1,1,"1"
1943,25,17,1,2,1,"1"
1944,59,19,4,2,1,"2"
1945,21,12,1,2,1,"."
1946,55,6,0,2,1,"1"
1947,28,16,3,2,2,"2"
1948,57,11,0,2,1,"1"
1949,66,13,1,2,1,"."
1950,61,16,3,1,3,"2"
1951,55,12,1,1,1,"2"
1953,33,12,1,1,1,"1"
1954,41,14,1,2,1,"2"
1955,85,10,0,1,1,"."
1956,51,14,2,1,1,"."
1957,21,13,1,2,1,"."
1958,76,14,1,2,1,"."
1959,50,13,1,2,1,"1"
1960,70,11,0,2,1,"."
1961,36,12,1,1,1,"."
1963,44,2,0,1,3,"1"
1964,50,14,1,2,1,"2"
1965,83,13,1,2,1,"."
1966,46,12,1,1,3,"2"
1967,34,13,1,2,3,"."
1968,74,13,2,2,3,"2"
1969,43,16,3,1,3,"."
1970,24,11,1,2,3,"."
1971,67,16,3,1,1,"3"
1972,40,14,1,2,3,"."
1974,27,17,3,1,3,"2"
1975,76,10,0,2,3,"."
1976,75,12,1,2,3,"."
1978,45,18,4,2,1,"."
1979,51,16,3,2,3,"."
1980,49,15,1,1,3,"2"
1981,41,12,1,1,3,"1"
1982,40,14,2,2,1,"."
1983,58,14,1,2,1,"3"
1984,40,14,1,2,1,"2"
1985,56,0,0,2,1,"."
1986,54,12,1,1,1,"."
1987,24,16,3,1,1,"2"
1988,80,7,0,1,1,"."
1989,40,12,1,2,1,"."
1990,60,12,1,1,1,"."
1991,83,16,3,2,1,"."
1992,65,16,3,2,3,"3"
1993,54,16,3,1,1,"2"
1994,58,12,1,2,1,"4"
1995,45,16,4,2,1,"2"
1996,30,15,1,2,1,"1"
1997,44,16,3,1,1,"."
1998,43,13,1,1,1,"."
1999,69,18,4,1,1,"."
2000,61,16,3,1,1,"3"
2001,26,12,1,2,1,"."
2002,37,13,1,1,1,"3"
2003,18,12,1,1,1,"."
2004,23,11,1,1,1,"."
2005,58,20,4,1,1,"2"
2006,35,16,3,1,1,"2"
2007,50,20,4,1,1,"3"
2008,26,12,1,1,1,"."
2009,51,18,4,2,1,"3"
2010,78,12,1,2,1,"1"
2011,28,8,0,2,1,"2"
2012,42,17,3,2,1,"."
2013,43,12,1,1,1,"2"
2014,79,12,1,2,1,"1"
2015,89,12,1,2,1,"."
2016,76,12,1,2,1,"3"
2017,43,18,4,2,1,"3"
2018,88,16,3,2,1,"2"
2019,24,12,1,2,1,"2"
2020,65,15,2,2,1,"."
2021,47,19,4,2,1,"."
2022,51,12,1,1,1,"3"
2023,47,15,1,2,1,"2"
2024,66,18,4,2,1,"."
2025,58,20,4,1,1,"."
2026,42,14,2,2,1,"1"
2027,69,12,1,2,1,"1"
2028,63,12,1,2,1,"."
2029,40,12,1,1,1,"."
2030,52,14,2,1,1,"2"
2031,46,12,1,1,1,"."
2032,54,12,1,2,1,"."
2033,47,16,3,1,1,"."
2034,37,19,4,1,1,"2"
2035,44,20,4,1,1,"2"
2036,32,13,1,2,1,"."
2037,28,18,4,1,1,"."
2038,37,17,3,2,1,"2"
2040,22,15,1,1,1,"2"
2041,32,16,3,2,1,"1"
2042,50,14,2,1,1,"."
2043,29,12,1,2,1,"2"
2044,45,16,3,2,1,"2"
2045,26,16,3,1,1,"."
2046,25,15,1,2,2,"."
2047,26,13,1,2,1,"."
2048,23,16,3,2,3,"1"
2049,49,20,4,2,1,"2"
2050,23,16,3,2,1,"."
2051,75,12,1,1,1,"."
2052,33,20,4,1,1,"."
2053,75,19,3,2,1,"3"
2054,24,11,0,2,1,"3"
2055,38,12,1,1,1,"4"
2056,27,14,1,2,2,"."
2057,26,13,1,2,1,"."
2058,26,15,1,1,1,"."
2059,25,14,1,1,1,"1"
2060,48,18,4,2,1,"3"
2061,47,14,1,1,1,"."
2063,48,10,0,1,1,"."
2064,60,14,1,2,1,"2"
2065,83,12,1,1,1,"2"
2066,65,20,4,1,1,"."
2067,44,14,2,2,1,"2"
2068,71,18,4,2,1,"2"
2069,40,14,1,2,1,"."
2070,23,12,1,2,1,"2"
2073,50,12,1,1,1,"4"
2074,26,12,1,1,1,"2"
2075,50,11,0,1,1,"."
2076,35,12,1,2,1,"1"
2077,39,14,2,2,1,"2"
2078,53,14,1,2,1,"3"
2080,68,15,1,1,1,"."
2081,36,13,1,1,3,"2"
2082,49,11,0,1,1,"3"
2083,52,6,0,1,3,"."
2084,42,11,0,2,1,"."
2085,64,14,1,1,1,"1"
2086,34,14,0,1,1,"2"
2087,43,14,1,1,1,"."
2088,55,12,1,2,1,"."
2089,19,14,1,1,1,"."
2090,27,16,3,2,1,"."
2091,67,13,1,1,1,"4"
2092,47,17,3,1,1,"3"
2093,74,12,1,1,1,"3"
2094,35,16,3,1,1,"3"
2095,45,14,1,1,1,"."
2096,41,14,2,2,1,"."
2097,46,16,3,2,1,"2"
2098,31,12,1,1,1,"2"
2099,51,19,4,1,1,"2"
2100,56,10,1,1,1,"2"
2101,46,15,1,2,1,"."
2102,49,12,1,1,1,"."
2103,38,12,1,2,1,"2"
2104,32,16,3,2,1,"."
2105,46,12,1,1,1,"."
2106,35,16,3,2,1,"."
2107,26,14,1,2,1,"2"
2108,59,8,0,1,1,"2"
2109,57,12,1,1,1,"3"
2110,45,12,1,2,1,"2"
2112,61,12,1,1,1,"1"
2113,30,15,2,2,1,"2"
2114,29,13,1,2,1,"."
2116,89,8,0,2,1,"."
2117,62,13,1,2,1,"1"
2118,70,12,1,1,1,"."
2119,60,12,1,2,1,"."
2120,60,12,1,2,1,"."
2121,59,12,1,2,1,"2"
2122,85,8,0,1,1,"."
2123,88,19,4,1,1,"1"
2124,63,12,1,1,1,"."
2125,34,12,1,2,1,"."
2126,56,12,1,2,1,"."
2128,22,12,1,1,1,"3"
2130,53,12,1,1,1,"."
2131,32,14,2,1,1,"2"
2132,84,10,1,1,1,"2"
2133,46,12,1,2,1,"2"
2134,34,12,1,1,1,"2"
2135,41,16,3,1,2,"2"
2136,43,14,2,2,1,"1"
2137,52,16,3,1,1,"1"
2138,45,12,1,2,1,"."
2139,70,12,1,1,1,"."
2140,51,18,4,1,1,"2"
2141,59,13,1,1,1,"."
2142,82,18,4,2,1,"."
2143,49,13,1,2,1,"2"
2145,53,13,2,2,1,"2"
2146,28,13,1,1,1,"1"
2147,61,10,0,1,1,"."
2148,55,13,1,1,1,"1"
2149,62,10,0,1,1,"."
2150,59,16,2,2,1,"."
2152,32,13,1,1,1,"."
2153,26,13,1,2,1,"2"
2154,49,12,1,2,1,"."
2155,30,12,1,1,1,"2"
2157,78,10,1,1,1,"3"
2158,82,12,1,1,1,"."
2159,22,11,0,1,1,"."
2160,43,12,1,1,1,"2"
2161,50,14,1,2,1,"."
2163,67,12,1,2,1,"."
2164,87,12,1,2,1,"1"
2165,77,10,0,2,1,"3"
2166,79,12,1,2,1,"1"
2167,20,11,0,2,3,"2"
2168,36,12,1,2,1,"."
2169,20,12,1,2,1,"1"
2170,51,12,1,2,1,"2"
2171,59,8,0,2,1,"."
2172,79,8,0,1,1,"."
2173,84,13,1,2,1,"."
2174,55,15,2,2,1,"."
2175,45,11,0,1,1,"1"
2176,50,10,0,2,3,"1"
2177,61,8,0,1,1,"1"
2178,48,12,1,2,1,"1"
2179,58,12,1,2,3,"."
2180,34,12,1,1,1,"2"
2181,78,8,0,1,1,"."
2182,18,12,1,2,1,"."
2183,38,16,3,1,1,"."
2184,79,12,1,1,1,"2"
2185,71,12,1,2,1,"2"
2186,59,13,1,1,1,"."
2187,43,13,1,2,1,"1"
2188,80,13,1,2,1,"."
2191,46,13,1,2,1,"1"
2192,42,13,1,2,1,"2"
2193,24,12,1,1,1,"."
2194,31,12,1,2,1,"."
2195,52,12,1,1,1,"."
2196,66,12,1,2,1,"2"
2197,42,16,3,1,1,"."
2198,33,12,1,2,1,"1"
2199,60,17,4,2,1,"1"
2200,54,10,0,1,1,"."
2201,37,13,1,2,1,"2"
2202,50,17,3,2,1,"."
2203,35,9,0,2,1,"."
2204,35,16,3,1,1,"."
2205,65,8,0,2,1,"1"
2206,66,12,1,1,1,"1"
2207,68,8,0,2,1,"1"
2209,70,16,1,1,1,"."
2210,70,9,0,2,1,"."
2211,39,16,3,2,1,"."
2212,83,13,1,1,1,"."
2213,54,11,0,1,1,"."
2214,79,11,0,2,1,"1"
2215,44,12,1,1,1,"1"
2216,34,12,1,1,1,"1"
2217,25,13,1,2,1,"."
2218,30,17,1,2,1,"2"
2219,36,12,1,2,1,"1"
2220,55,9,0,2,1,"."
2222,22,12,0,1,1,"1"
2223,59,12,1,1,1,"."
2224,54,12,1,2,1,"."
2225,52,12,1,1,1,"1"
2226,74,12,1,2,1,"."
2227,43,6,0,1,1,"."
2228,62,12,1,2,1,"."
2230,40,11,0,2,1,"1"
2231,18,12,1,1,1,"."
2233,58,16,3,2,1,"."
2235,51,11,0,2,1,"1"
2236,54,12,1,1,1,"."
2239,30,12,1,2,1,"."
2240,60,12,1,1,1,"."
2244,26,14,2,2,1,"1"
2245,89,11,0,2,1,"1"
2247,39,12,1,2,1,"2"
2249,52,12,1,1,1,"1"
2250,29,17,3,2,1,"1"
2252,75,20,1,2,1,"."
2253,62,8,0,1,1,"3"
2254,63,12,1,1,1,"1"
2255,59,12,1,2,1,"3"
2256,62,12,1,2,1,"."
2258,70,7,0,2,1,"2"
2260,52,15,1,2,1,"."
2261,71,4,0,2,1,"."
2262,30,11,0,2,1,"2"
2263,65,7,0,1,1,"."
2264,61,14,2,1,1,"2"
2265,52,12,1,2,1,"."
2266,45,12,1,2,1,"1"
2267,61,9,0,1,1,"."
2268,57,10,0,2,1,"."
2269,44,15,1,2,1,"."
2270,30,13,1,2,1,"1"
2271,25,14,2,2,1,"."
2272,37,12,1,1,1,"."
2273,55,16,3,1,1,"3"
2274,65,12,1,2,1,"1"
2275,48,12,1,2,1,"."
2277,47,18,4,2,1,"."
2278,32,12,1,2,1,"."
2279,19,12,1,2,1,"."
2280,25,12,1,2,1,"2"
2281,51,16,3,2,1,"2"
2282,29,16,3,2,1,"2"
2284,67,14,2,1,1,"."
2285,66,12,1,2,1,"."
2286,40,12,1,2,1,"."
2287,68,16,3,1,1,"1"
2288,75,11,1,2,1,"1"
2289,24,10,0,1,1,"1"
2290,40,14,1,2,2,"."
2291,28,15,2,2,1,"."
2293,28,14,2,2,2,"2"
2294,78,9,0,1,1,"1"
2295,37,20,4,2,1,"."
2296,46,13,1,2,1,"."
2297,48,14,1,2,1,"4"
2298,55,10,0,1,1,"."
2299,75,2,0,2,1,"."
2301,46,12,1,2,1,"1"
2302,33,18,4,1,1,"."
2303,35,17,3,2,1,"."
2304,36,14,1,2,1,"1"
2305,56,13,1,1,1,"1"
2306,60,19,4,1,1,"."
2307,29,14,2,1,1,"2"
2308,27,11,0,2,1,"1"
2309,48,16,3,2,1,"1"
2310,53,16,3,1,1,"."
2312,50,12,1,1,1,"."
2313,45,9,0,2,1,"."
2317,52,11,1,2,1,"1"
2318,58,12,1,2,1,"2"
2319,47,12,1,2,1,"."
2320,25,13,1,1,2,"."
2321,51,11,1,2,2,"1"
2322,40,12,1,1,1,"2"
2323,73,8,0,2,1,"."
2324,54,19,4,1,1,"1"
2326,28,16,3,1,1,"."
2327,41,12,1,1,1,"."
2328,44,13,1,2,1,"2"
2329,32,12,1,2,1,"1"
2330,75,16,3,1,1,"2"
2331,61,14,1,1,1,"."
2332,57,12,1,2,1,"."
2333,51,13,1,1,1,"1"
2334,47,14,1,2,1,"."
2335,44,14,2,1,1,"."
2336,46,14,2,2,1,"2"
2337,68,13,1,2,1,"1"
2338,21,14,2,1,1,"."
2339,51,16,4,1,1,"."
2340,83,8,0,2,1,"1"
2342,41,12,1,2,1,"."
2343,48,12,1,2,1,"."
2344,69,20,4,2,1,"."
2345,89,12,1,1,1,"2"
2346,60,12,1,2,1,"."
2347,56,9,0,2,1,"2"
2348,56,17,4,2,1,"."
2350,86,2,0,2,1,"1"
2351,28,11,0,1,1,"1"
2352,33,11,0,2,1,"."
2353,58,12,1,2,1,"2"
2355,65,8,0,2,1,"."
2356,18,11,0,2,1,"."
2357,63,11,0,1,1,"1"
2358,40,8,0,2,1,"1"
2359,54,8,0,2,1,"."
2360,64,16,3,1,1,"2"
2361,38,7,0,1,3,"."
2363,67,7,0,2,1,"1"
2364,45,12,1,2,1,"."
2365,71,12,1,2,1,"."
2366,49,16,2,2,1,"2"
2367,53,20,4,1,1,"1"
2368,52,16,3,1,1,"1"
2369,42,16,3,2,1,"."
2370,30,16,2,1,1,"3"
2371,30,16,3,2,1,"."
2372,42,18,4,1,1,"2"
2373,63,12,1,1,1,"1"
2374,59,12,1,2,1,"."
2375,43,16,1,1,1,"."
2376,40,15,1,1,1,"."
2377,56,14,1,2,1,"2"
2378,48,14,2,2,2,"."
2379,51,12,1,2,1,"."
2380,61,13,1,1,1,"1"
2381,65,16,3,2,1,"2"
2382,25,13,1,2,1,"."
2383,32,15,1,2,2,"1"
2384,28,11,1,2,1,"."
2385,60,12,1,1,1,"."
2386,74,12,1,1,1,"."
2387,56,12,1,1,1,"1"
2388,65,9,0,1,1,"1"
2389,79,14,2,2,1,"1"
2390,69,12,1,2,1,"1"
2391,71,12,1,1,1,"1"
2392,86,12,1,2,1,"."
2393,25,12,1,1,1,"."
2394,19,13,1,2,1,"1"
2395,30,13,1,1,1,"2"
2396,49,12,1,1,1,"1"
2397,56,13,1,2,1,"."
2398,43,16,3,2,1,"."
2399,67,12,1,2,2,"1"
2400,31,13,1,2,2,"."
2401,62,7,0,2,2,"1"
2402,60,12,1,1,2,"."
2404,68,12,1,1,2,"1"
2405,46,13,1,2,2,"1"
2407,40,16,3,1,1,"."
2408,33,14,2,2,1,"2"
2409,69,16,3,1,1,"."
2410,83,9,0,1,1,"."
2411,33,14,1,1,1,"1"
2413,41,8,0,2,1,"."
2414,62,7,0,1,1,"1"
2415,42,13,1,2,1,"."
2416,18,11,0,1,1,"2"
2417,32,12,1,2,2,"."
2418,22,14,1,2,2,"."
2419,44,14,2,2,2,"1"
2422,73,8,0,2,1,"1"
2424,54,12,1,2,1,"."
2425,53,14,1,2,1,"1"
2426,82,11,1,1,1,"3"
2427,60,15,2,1,1,"."
2428,51,14,2,1,1,"2"
2429,79,15,1,2,1,"1"
2430,33,16,3,2,1,"1"
2431,49,12,1,2,2,"."
2434,77,11,1,2,2,"1"
2435,46,15,1,2,2,"."
2436,62,14,0,2,2,"1"
2437,42,13,1,1,2,"."
2438,54,10,0,2,2,"1"
2439,35,14,1,2,2,"."
2441,56,6,0,1,2,"."
2442,28,12,1,2,2,"."
2443,28,20,4,2,2,"."
2444,35,14,1,2,1,"."
2446,26,15,1,1,2,"1"
2448,67,16,1,2,1,"2"
2451,47,9,0,2,1,"."
2452,48,13,1,2,2,"."
2453,20,16,1,2,1,"1"
2454,65,18,4,1,1,"."
2455,56,16,3,2,1,"."
2456,25,16,3,1,1,"2"
2457,35,14,1,1,2,"."
2458,33,11,0,2,2,"."
2459,34,12,1,2,2,"1"
2461,49,19,4,2,2,"."
2463,50,20,1,2,1,"."
2464,30,12,1,2,1,"1"
2465,63,12,1,2,1,"2"
2466,33,14,1,2,1,"."
2467,64,14,1,1,1,"."
2468,47,16,3,2,1,"1"
2469,27,16,3,1,1,"2"
2470,26,14,1,2,1,"."
2471,56,12,1,1,1,"1"
2472,43,11,1,2,1,"1"
2473,39,10,1,2,1,"1"
2474,65,16,2,1,1,"4"
2475,18,8,0,1,3,"."
2476,50,14,1,1,1,"2"
2477,64,10,0,2,2,"."
2478,50,12,1,1,2,"."
2479,37,11,0,1,2,"."
2480,26,12,0,1,1,"1"
2481,52,12,1,2,2,"."
2482,36,13,1,2,1,"1"
2483,24,12,1,2,2,"."
2484,53,12,1,2,1,"1"
2485,36,16,3,2,1,"2"
2486,39,12,0,2,1,"."
2487,60,13,1,2,1,"."
2488,71,10,0,1,1,"1"
2489,71,9,0,2,1,"1"
2490,47,15,2,2,1,"."
2491,71,9,0,2,1,"."
2492,84,11,1,1,1,"3"
2493,88,9,0,1,1,"."
2494,37,12,1,2,2,"1"
2495,47,14,2,2,2,"1"
2496,54,13,1,1,2,"1"
2497,37,14,1,1,1,"."
2498,61,12,1,2,2,"."
2499,69,12,1,2,2,"."
2500,65,12,1,1,2,"."
2501,37,12,1,2,2,"3"
2502,65,12,0,2,2,"3"
2503,21,11,1,1,1,"."
2504,43,11,0,1,1,"1"
2506,58,6,0,1,1,"."
2507,71,12,1,2,3,"1"
2508,25,13,1,2,1,"2"
2509,48,19,4,1,1,"."
2510,84,13,1,1,1,"."
2511,55,14,2,2,1,"."
2512,46,16,3,2,1,"."
2513,75,11,0,2,1,"1"
2515,43,9,0,2,1,"."
2516,22,14,1,2,1,"2"
2517,25,12,1,1,1,"."
2519,48,12,1,2,1,"2"
2521,68,12,1,2,3,"2"
2522,25,13,1,2,1,"."
2523,30,15,1,2,1,"2"
2524,31,14,2,2,1,"."
2525,29,12,0,2,3,"1"
2526,43,12,1,1,1,"2"
2527,50,14,2,1,1,"2"
2529,41,12,1,1,1,"."
2530,54,20,4,2,1,"2"
2532,44,12,1,2,1,"1"
2534,52,12,1,2,1,"1"
2536,75,6,0,2,1,"."
2537,27,12,1,1,1,"."
2539,37,10,0,1,1,"."
2540,61,10,0,2,1,"1"
2541,66,15,1,2,2,"1"
2542,42,12,1,2,1,"2"
2543,53,11,0,1,2,"."
2544,19,11,0,1,1,"."
2545,60,15,2,2,1,"1"
2546,45,15,1,1,1,"1"
2547,51,12,1,1,1,"."
2548,46,12,1,2,1,"."
2549,56,14,2,2,1,"."
2550,33,11,1,1,1,"3"
2551,40,12,1,2,1,"."
2552,69,12,1,2,1,"2"
2553,35,12,1,1,1,"."
2554,53,12,1,2,1,"2"
2555,47,12,1,2,1,"."
2556,63,14,1,2,1,"."
